,text,label
1374,refugee tales and the signposts of migration a cross atlantic perspective,0
1375,continuity of change student curators unpack the depths of college archives,0
1376,guilt trip officially moms favorite vacation,1
1377,life looks different and so does the student body athletes on leave,0
1378,panther volleyball wins against trinity,0
1379,mens golf finishes third at nescac championships,0
1380,the librarian is in 48,0
1381,seven celebrates stories of women changemakers,0
1382,donald trump and raul castro will not shake hands 2,0
1383,middlebury must rescind rudy giulianis honorary degree,0
1384,sports recap october 3 2019,0
1385,zuckerman challenges scott in race for governorship,0
1386,the abusive nature of financial aid,0
1387,the librarian is in 37,0
1388,42917,0
1389,mens basketball has high hoops hopes,0
1390,46199,0
1391,it feels like a ghost town 46 students remain on campus for j term,0
1392,stanger appearances show faculty rift,0
1393,middlebury led panel zooms in on vermonts climate future,0
1394,mens soccer huge win against williams,0
1395,a balanced team effort leads to third place finish at dartmouth,0
1396,vt executive branch self mandates sexual violence training,0
1397,photo story hundreds gather for activities fair picnic,0
1398,photos of the week relay for life carnival promotes cancer awareness,0
1399,for the culture bi weekly edification,0
1400,college opens conversation on tobacco free campus,0
1401,the comeback kids of womens lacrosse,0
1402,the foreigners home explores morrisons vision of otherness,0
1403,stay to stay brings young demographic to vt,0
1404,interview nyts jack ewing talks volkswagen scandal upcoming lecture,0
1405,softball comes back from split weekend as they look to face amherst mammoths,0
1406,foreign correspondents mariel edokwe in new zealand,0
1407,middlebury visiting scholar disinvited from speaking at nato conference,0
1408,notes from the desk engagement is a two way street,0
1409,new magazine to whom it may concern spotlights student curiosity,0
1410,mdc takes the stage for zoodystopia,0
1411,college offers employees additional health insurance option with panther plan,0
1412,middlebury winterfest brings together community with a flurry of cold weather celebrations,0
1413,sex panther lets talk about stis and other things baby,0
1414,panel discusses sex labor trafficking locally and globally,0
1415,roll pants exploring school spirit at middlebury,0
1416,football falls on last second td,0
1417,marijuana in vermont whats been happening and whats to come,0
1418,ask tre 3,0
1419,reel critic american factory,0
1420,funky fun fashion forward target to make long awaited vermont arrival,0
1421,town hall theater pitches beautified fence project,0
1422,counter to culinary colonialism,0
1423,did you spend your quarantine getting into tiktok youre not alone,0
1424,j term play it safe term,0
1425,middlebury holds breath as covid case number sits at two,0
1426,life resumes as if world didnt just fall apart,1
1427,students talk study abroad during trump era,0
1428,students admin confer at forum,0
1429,reel critic the exterminating angel,0
1430,the lifeblood of politics,0
1431,on my long term relationship with the internet,0
1432,quidditch caps historic nationals weekend,0
1433,four years in retrospect a political scientists lessons in engaging with the abnormal,0
1434,the pragmatic left making a bigger tent,0
1435,alpine ski kicks off season at st lawrence carnival,0
1436,cross country stuns in set of stellar races,0
1437,op ed middlebury must rescind the krakens honorary degree,1
1438,athletes from abroad what brings them here,0
1439,senior fellows make midd admissions stand out,0
1440,field hockey clinches 1 nescac seed before surprising loss against williams,0
1441,trustees approve new academic building,0
1442,this j term remember staff,0
1443,track and field season nearing end,0
1444,letter from middlebury faculty,0
1445,faculty question investigation and diversity practices,0
1446,julia alvarez border of lights organization to host commemorative vigil to parsley massacre,0
1447,continuing a five decade tradition pianist gilbert kalish returns to middlebury on a virtual stage,0
1448,college holds vigil in mead chapel for sri lanka,0
1449,mens golf ready to tee off,0
1450,ner celebrates 40 years,0
1451,the middlebury pranksters the ultimate experience,0
1452,technology services step up to make remote learning happen,0
1453,up close with economics professor martin abel,0
1454,better middlebury partnership and neighbors together aid community distressed by pandemic,0
1455,professor brings exhibit on acropolis,0
1456,admin violated promises on handbook revisions students say,0
1457,the bacchae 2 1 reframes otherness,0
1458,june forum a space for educators to learn and grow,0
1459,reel critic cold war,0
1460,why the campus costs more to print,0
1461,sga and community council to hold elections thursday,0
1462,introducing whats got me fd up this week,0
1463,after last minute cancellation febs swap snow bowl graduation for stadium celebration,0
1464,chem 103 students claim professor is a real nazi about grading,1
1465,the librarian is in 31,0
1466,mens basketball misses oppotunity to wrap up nescac will head to wesleyan for quarterfinal,0
1467,green against gray a portrait of winter agriculture,0
1468,reel critic parasite,0
1469,tennis teams finish regular seasons,0
1470,athletes on leave turn to future seasons,0
1471,talk by former israeli ambassador met with protest,0
1472,middlebury residents students mobilize in support of counting every vote,0
1473,vermont governor rejects proposed water cleanup,0
1474,as world shuts down sophomores rethink fall semesters abroad,0
1475,drivers license finds crux of catchiness and honesty,0
1476,our demands,1
1477,mens basketball sweeps at pepin,0
1478,administrators failed protesters and lecture organizers,0
1479,edgewater gallery adds new location,0
1480,five debaters headed to worlds largest tourney,0
1481,the snitch on the middlebury classic quidditch tournament,0
1482,womens basketball eliminated from the ncaa tournament after impressive run,0
1483,vermont lawmakers legalize recreational marijuana use,0
1484,letter past aclu president supports hamilton forum,0
1485,the librarian is in 100 times 2,0
1486,we apologize for offensive test question,0
1487,football earns mammoth victory,0
1488,iso show unravels middleburys global story,0
1489,college consolidates spring arrival period anticipating worse covid conditions,0
1490,healers and healthcare,0
1491,nonprofits house homeless in middlebury hotels dining service delivers meals,0
1492,bevco sees long lines drastic sales increase after classes suspended,0
1493,open space brings improv to dance,0
1494,palana house headed to palmer in 2019,0
1495,the librarian is in uncle toms cabin,0
1496,take the class to the classroom,0
1497,mens hockey backs into familiar slump,0
1498,ask tre on failing exams,0
1499,golf shows promise with second place finishes,0
1500,abroad changed me says student indefinitely stranded in cameroon,1
1501,town awarded grant to aid struggling businesses,0
1502,women forge community in computer science department,0
1503,professor returns from iran discusses experience,0
1504,reel critic the florida project,0
1505,an open letter to faculty on the opt in policy,0
1506,womens hockey thumps no 10 endicott 5 0,0
1507,how to talk about climate change,0
1508,vt ranked top in gender equality but experts say theres work to do,0
1509,making generalizations,0
1510,calling all queer people,0
1511,womens soccer falls to williams in first national championship final,0
1512,rainboots and reeses 12th annual spooktacular brings halloween festivities despite weather,0
1513,vermont officials grapple for a solution to psychiatric bed crisis,0
1514,middvote wants you to vote,0
1515,lovereally bundle attendees share amor through stories and song,0
1516,mens lacrosse knocks off no 14 bates in season opener,0
1517,play explores phone sex and urban life,0
1518,double trouble midd beats amherst in double overtime thriller,0
1519,mens hockey remains steady looks to double header,0
1520,vermonter is killed in las vegas massacre,0
1521,student government association update,0
1522,track field places second at middlebury winterfell,0
1523,reel critic les miserables,0
1524,funny femme fest rewrites the comedy narrative,0
1525,pregnant in middlebury vt fake abortion clinics and the right to accurate information,0
1526,student activists hold solidarity rally,0
1527,dont settle for political talking points,0
1528,covid 19 cant squash addison county farms,0
1529,the secret history a murder mystery redolent of middlebury,0
1530,grading takes center stage as students prepare for unprecedented shift to online classes,0
1531,from abroad a letter to president patton,0
1532,we are travelers patton says in interview,0
1533,womens lax holds on against amherst forces rematch with colby,0
1534,activists flood burlington city hall to halt future ice collaboration,0
1535,vermont leaders express support for daca,0
1536,allison stanger opines on protests in hearing on c span,0
1537,college sponsors sexual assault awareness month events keynote,0
1538,charter house opens early amid growing need,0
1539,by the numbers internal review shows college lags behind peers,0
1540,student accuses over 30 men of sexual misconduct on facebook,0
1541,baseball goes 2 2 over the weekend prepares for nescacs,0
1542,struggles of maori people during covid 19 who is there to blame,0
1543,employees endorse remote fall for safety,0
1544,off broadway babies potomac theatre project,0
1545,setting the record straight,0
1546,film department honors its founder professor ted perry,0
1547,mom dropping off son somehow finds way to compliment battell,1
1548,melting art in a melting world minimum monument,0
1549,college and neighboring towns demand safety measures at rt 125 crash site,0
1550,womens lacrosse surges past bates in quarterfinals,0
1551,field hockey freezes no 14 rochester 5 0 at kohn to advance to ncaa final four,0
1552,behind the mead chapel bells carillonneur george matthew jr plays for passion and protest,0
1553,community council co chair outlines goals for upcoming year,0
1554,athletes of color form group in response to lack of diversity,0
1555,phase two start date pushed to thursday sept 17,0
1556,health insurance blunder impacted 131 midd students,0
1557,ice cream on trial ben jerrys grapples with accusations of greenwashing,0
1558,a letter from a professor on leave,0
1559,a quarantine reading list for the lonely,0
1560,students lead charge to ban crisis pregnancy center from campus,0
1561,an open letter to obama on trade,0
1562,womens hockey secures bid at ncaas revived after nescac woes,0
1563,mens lacrosse looks ahead after comeback falls short,0
1564,after spring exodus students and staff scramble to account for belongings left behind,0
1565,plastic bag ban advances with community support,0
1566,panthers ride on reids right foot,0
1567,womens basketball records road victory at williams 2,0
1568,board of trustees deems the local noodle too big to fail will finance future operations,1
1569,businesses report quarantine violations as first round of students return,0
1570,ask tre welcome back lets jump in 2,0
1571,through student trading service bookstore to sell books again,0
1572,womens soccer notches two weekend wins,0
1573,drive for nescac championship cut short,0
1574,all online a j term course uncovers online extremism,0
1575,mens squash is servin heat,0
1576,the lookbook calvin klein sneakers,0
1577,wgmfu imma let you finish,0
1578,title ix office fundamentally restructured,0
1579,news in brief 3,0
1580,in defense of daca,0
1581,pattons midd moment podcast debuts,0
1582,reel critic big mouth season 3,0
1583,vermont brewery bill strengthens autonomy of local companies,0
1584,provost speech at sanctuary walk out not bullshit after all,1
1585,throwback thursday this day in 1994 bradford and smith lead panthers to victory in opener,0
1586,nftd sweden tried herd immunity with covid 19 i was one of the herd,0
1587,direct your attention at the october apple event come for the tech stay for the cinematic spectacle,0
1588,pricy repairs force students to find new home,0
1589,interdisciplinary panel continues climate conversation started by klein,0
1590,notes from the desk best summer ever right in my backyard,0
1591,tear gas traces its roots back to middlebury,0
1592,vermont state police condemn police brutality in death of george floyd,0
1593,donahue leaves after three decades at middlebury,0
1594,activists renew call for fossil fuel divestment,0
1595,spirit in nature trail system offers connection to sublime,0
1596,cellist sophie shao captivates,0
1597,foreign correspondents considering kavanaugh in chile,0
1598,one year after opening the rough cut to close its doors,0
1599,where do first generation students go,0
1600,questions for those who shut down murray,0
1601,unrecognized labor,0
1602,vt folklife center explores grass roots food movement with growing food growing farmers,0
1603,midd kids of instagram,0
1604,work and personal lives blur for professors teaching from home,0
1605,college owned 51 main closes its doors,0
1606,artists to paint new mural in student center,0
1607,before michael phelps there was charles daniels,0
1608,field hockey makes moves,0
1609,investigations into last months macs market robberies continue,0
1610,in the cards jonathan hobart,0
1611,green mountains welcome its first bike share,0
1612,he flashed me harassment on town roads often goes unreported,0
1613,the librarian is in 39,0
1614,college rearranges late night food options to make up for grille cuts,0
1615,nia robinson for sga president,0
1616,against dissolution,0
1617,kids in bihall even harder to talk to than before,1
1618,in praise of the first year reading choice and the programs return,0
1619,letter response to response to setting the record straight,0
1620,womens basketball firing on all cylinders,0
1621,environmentalism at middlebury has roots in exclusion,0
1622,womens basketball ballin with zero losses,0
1623,a case for evelyn waugh humanity and absurdity,0
1624,noodle posts obligatory kwanzaa article,1
1625,students critique proposed protest policy at teach in,0
1626,middlebury athletic teams reckon with whiteness and exclusivity,0
1627,individual performances highlighted at winterfell,0
1628,mens lax shifts to keeping playoff hopes alive,0
1629,11th annual spooktacular captures halloween spirit in middlebury,0
1630,small scale sugarmakers in vermont hone in on a local touch,0
1631,sent without permission a farewell from an unwelcome hire departing visiting professor alleges incidents of racism,0
1632,we dont need a koch sponsored green new deal,0
1633,calling all investigators,0
1634,tedxmidd talks playing the game,0
1635,alwang records fourth shutout in womens soccer draw against trinity,0
1636,winterfest replaces chili festival,0
1637,president patton right the ship please,0
1638,its time for election day to be a college holiday,0
1639,quidditch team to host tournament,0
1640,ultimate frisbee heads to nationals,0
1641,sga decides against dissolution as academic year ends,0
1642,open debate free speech and respect on campus,0
1643,middlebury theater presents middletown,0
1644,opinion please grade me on how well i did the dishes last night,1
1645,from midd to cleveland koby altman 05 rises to gm of cavs,0
1646,porter medical center prepares for a fall semester transformed by the pandemic,0
1647,jamie mittelman 10 celebrates female olympians in new podcast,0
1648,the librarian is in 30,0
1649,no coaches no contact no competition club teams play on,0
1650,a burgeoning cry middleburys carillon,0
1651,the yellow iris strikes vermont,0
1652,energy 2028 update college partners with state on anaerobic digester project,0
1653,middlebury must endorse federal carbon pricing,0
1654,the librarian is in 12,0
1655,overlapping crises bill mckibben on social solidarity in a world after covid 19,0
1656,baseball goes two for three over the weekend,0
1657,no 4 mens tennis has winning road trip,0
1658,the annual creation of an unconventional j term catalog,0
1659,my strength is my strength,0
1660,leaked via social media letter from four accused professors criticizes administrations response to racism allegations,0
1661,beyond the town hall,0
1662,with easy voter access students opted to vote local,0
1663,college presents reopening plan at town selectboard meeting,0
1664,bracing for seismic impact of remote learning faculty turn to dlinq,0
1665,new admissions dean curvin outlines her goals,0
1666,womens rugby takes nscro nationals,0
1667,murray waived speaker fee for upcoming talk,0
1668,davis library commits to patron privacy,0
1669,department of housing will place students in proctor pit amid over enrollment crisis,1
1670,vermont trooper acquitted by joint panel,0
1671,raffel racks up kills enters record books,0
1672,reel critic baskets season 3,0
1673,letter from the editors,0
1674,jesse masinter 19 reflects upon legacy of brother eric masinter,0
1675,swimmers and divers keep trying to build momentum,0
1676,faculty debate free speech handbook policy,0
1677,mens squash comes up short against higher ranked opponents,0
1678,quick notes from around the nescac,0
1679,womens squash routs maine schools in round tripper,0
1680,from carols to the lobby stores are closing in downtown middlebury,0
1681,sharp left the familiar sound of rattling sabers,0
1682,students launch new publication middlebury independent,0
1683,timely symposium explores the origin of others,0
1684,recipes from home strawberry ice cream with duck eggs,0
1685,evelin toth 17 awarded watson fellowship,0
1686,sga passes two gun violence bills,0
1687,mens squash rookies make their mark,0
1688,foreign correspondents edinburgh scotland,0
1689,the librarian is in 40,0
1690,altman tries to save sinking ship,0
1691,laundry to remain free for the rest of the semester,0
1692,gsfs game night explores feminist and queer theories,0
1693,democrats sweep addison county,0
1694,fight4birthcontrol,0
1695,students talk sexism and racism in stem departments,0
1696,experimental film theater thesis entrances audiences,0
1697,printmaking challenges discoveries art,0
1698,mahaney charges dropped,0
1699,putting the win in winter carnival,0
1700,select vermonters may receive covid 19 vaccine by years end,0
1701,speech on campus addressed in committee report,0
1702,ross dining hall concludes fourth week of exclusively serving meals from home,1
1703,pregnancy resource center to give out free pregnancies at student activities fair,1
1704,sunrise movement hits middlebury with banner drops,0
1705,field hockey combats human trafficking in india,0
1706,hundreds protest new englands largest coal power plant,0
1707,new republic editor talks trump upcoming lecture,0
1708,former financial policy causes significant tuition increases,0
1709,notes from the desk why an election issue,0
1710,a response to the legutko visit from the political science student advisory committee,0
1711,womens hockey wants to host final four,0
1712,two years after murray students reflect on the disciplinary process,0
1713,cocoon to present an opportunity for metamorphosis,0
1714,breaking three students test positive 16 contacts in quarantine,0
1715,mail center takes on increased workload during election season,0
1716,may madness mens tennis to host ncaa regional,0
1717,staff cautiously optimistic face increased workload as students return,0
1718,woman accuses donor of covering up rape,0
1719,cross country teams move onto ncaa championships,0
1720,lets sell books in the apparel store,0
1721,dear my people black lives matter is not a personal attack,0
1722,parton sga establish support group for survivors,0
1723,for the culture savage,0
1724,middlebury voting guide,0
1725,sga and bsu urge college to endorse black lives matter,0
1726,proximity,0
1727,elizabeth warren to join class of 20215 creating most diverse feb class to date,1
1728,what we talk about when we talk about not letting each other talk about sensitive issues,0
1729,one week later activists reflect on climate walk,0
1730,college offers pass d fail option for all classes in spring semester,0
1731,professor earns 2 1 million research grant,0
1732,we must protect the town of middlebury,0
1733,new mentorship program reaches out to remote first years,0
1734,democratic gubernatorial debate candidates call for systemic change,0
1735,an interview with jason mantzoukas 95 from parks and rec,0
1736,new protest policy incorporates student and faculty input,0
1737,sga presidential candidates present visions,0
1738,searching for future nostalgia,0
1739,no class on mlk day for first time,0
1740,middlebury panthers coach aspiring young athletes,0
1741,wild mountain thyme closes after 48 years,0
1742,record number of applicants seek admission to class of 2023,0
1743,college recruits from richer whiter high schools than peers,0
1744,photos of the week equestrian competes in home show,0
1745,bartlett and wolter lead panthers to victory,0
1746,faculty express discontent over partner inclusion policies,0
1747,trump victory roils campus,0
1748,ripton country store flooded with responses after mckibben op ed,0
1749,where are our feathered friends,0
1750,guns new vt law permits seizure of firearms from suspected abusers,0
1751,admissions scandal demands reflection,0
1752,mens lacrosse outscored in game against nationally ranked jumbos invitational,0
1753,new phone line will save time at health center,0
1754,middlebury mormons pleased to announce daylight has been saved,1
1755,makerspace opening date set at hannaford career center,0
1756,s o s fest fones in soulful hip hop act,0
1757,overdoses spur increased access to narcan in vt prisons,0
1758,mens basketball tumbles in nescacs awaits selection monday,0
1759,mens tennis new energy proves successful takes weekend vs tufts and williams,0
1760,notes from the sga president 3,0
1761,notes from the desk thoughts on the sgas new look,0
1762,earth day brings students and local organizations together,0
1763,the librarian is in 4,0
1764,greens to yellows to reds vermont foliage is in full effect,0
1765,brentano quartet honors art of fugue,0
1766,salma nakhlawi 19 raises the bar with strongher girls,0
1767,writer activist naomi klein talks justice and hope in a warming world,0
1768,treasurer tells all in endowment forum,0
1769,womens soccer bows out in second round of ncaas,0
1770,softball cant get a break,0
1771,news in brief 5,0
1772,mens hockey post season run cut short,0
1773,illimite student start up supports entrepreneurs with micro loans,0
1774,community council update 36,0
1775,exhibit captures landscapes,0
1776,american democracy will never die says professor who doesnt vote,1
1777,in support of collaborative informal art displays,0
1778,mens tennis battles unfamiliar competition,0
1779,second wave of murray protesters face discipline,0
1780,a lesson,0
1781,student research lab examines medias portrayal of minorities,0
1782,39620,0
1783,apply to be a student ambassador,0
1784,ask tre on sexuality,0
1785,starting a conversation about stis,0
1786,iso opens conversation on residential space,0
1787,a close vote gun control bill passes vt legislature,0
1788,field hockey forges ahead,0
1789,to college staff notes from the desk,0
1790,ready or not here they come,0
1791,current grading options are an equitable compromise,0
1792,we support residential life,0
1793,cbd in your morning coffee,0
1794,vermont furthers equal pay act,0
1795,how will we live together,0
1796,tortured intellectual publicly brooding in ross,1
1797,faculty propose data science program,0
1798,volleyball drops two in maine falling to fifth in nescac,0
1799,rep john lewis discusses civil rights movement legacy,0
1800,pandemic migration fuels vermont real estate market,0
1801,write right announcing conservative column,0
1802,sga at odds over club sports,0
1803,the reel critic la la land,0
1804,freshman of the week bella di benedetto 24,0
1805,god gets a good chuckle from putting yom kippur right after national coming out day,1
1806,reel critic blade runner 2049,0
1807,fall faculty forum celebrates faculty research,0
1808,panthers air raid dismantles polar bears,0
1809,lets talk about specs baby students lead new orientation event,0
1810,middlebury alums talk online extremism,0
1811,feminism science commingle,0
1812,notes from the desk a return to street haunting,0
1813,burger to leave college,0
1814,citing low wages and voicelessness some facilities staff push for union,0
1815,in praise of a humbler more human middlebury,0
1816,polish alumnus legutko a ruthless politician that contributed to polands downfall,0
1817,charles murray invited back to middlebury by college republicans,0
1818,reel critic dogman,0
1819,a dynamic leader ready for change an intimate look at sga president nia robinson,0
1820,notes from the desk 40,0
1821,the lookbook fashion prescription glasses,0
1822,faculty side with students on climate strike,0
1823,a redefining moment for the quidditch club,0
1824,the librarian is in 10,0
1825,womens tennis defeats amherst and skidmore,0
1826,college holds restorative practices training,0
1827,first years yes you have to go to justalks,0
1828,sga patton develop common agenda 2,0
1829,middlebury schools abroad project 3 5 3 7 million deficit,0
1830,performing arts spotlight grammy winning vocal group chanticleer to perform at mead chapel sept 29,0
1831,students protest human rights abuses in palestine at lecture by former israeli diplomat,0
1832,econ department encourages widespread looting in next blackout,1
1833,student who posted the list faces discipline,0
1834,angela davis talks activism and action at middlebury,0
1835,sue ritter transitions to new role,0
1836,contrary to our ethos deep budget cuts force librarians to make tough decisions,0
1837,sex panther crush lists,0
1838,between semesters markosian and ganda reflect on summer internships in middlebury,0
1839,sustainability concerns pile up amid packaged meal protocols,0
1840,eclipse amazes viewers at the college,0
1841,photos of the week 2,0
1842,milk with dignity,0
1843,vermonts criminal justice system a series unveiling challenges practices,0
1844,journalist sue halpern on election hacking,0
1845,studying in a bushfire,0
1846,student voting participation triples from 2014 to 2018 midterm elections,0
1847,wrmc spotlight el mundo en la madrugada,0
1848,alum talks changing environmental markets,0
1849,opinion did you miss us baby print is live again,1
1850,womens hockey perfect season snapped by plattsburgh st,0
1851,hate speech incidents confirmed,0
1852,speaker series sheds light on chinas economic rise,0
1853,commencements across vermont and the northeast affected by covid 19,0
1854,rae aaron elected speaker of sga senate,0
1855,walk to and from gym officially recognized as full exercise routine,1
1856,facing low wages some employees forced to seek work elsewhere,0
1857,airswimming survival through friendship,0
1858,public radio host to speak at graduation,0
1859,mens golf wins qualifier,0
1860,professor examines the failure of drug policy,0
1861,notes from the sga president 4,0
1862,charles murray middlebury the working class and the rise of trumps america,0
1863,the lookbook vegan leather,0
1864,administrators should follow his lead,0
1865,community plea to expand the arts,0
1866,judge who struck down trump travel ban returns to campus delivers lecture,0
1867,phil scott is first republican governor to support trump impeachment inquiry,0
1868,the queens gambit walter tevis fiery chess novel,0
1869,joey bada concert,0
1870,a conversation with writer lore segal,0
1871,the librarian is in 21,0
1872,oratory now brings you the 2019 spencer prize,0
1873,sga redirects unused funds to support students staff,0
1874,womens ice hockey comes up short against williams in nescac championship,0
1875,wrmc meet your dj mikaela chang,0
1876,why dont more women run for office at middlebury,0
1877,reel critic zama,0
1878,football brings home the old rocking chair,0
1879,middlebury community observes holocaust remembrance day,0
1880,the librarian is in 28,0
1881,jake burton leaves legacy as snowboarding industry pioneer,0
1882,stephen hauschkas 07 who charted unlikely course to the nfl departs league after 13 seasons,0
1883,slg corner provost jeff cason,0
1884,russian journalist tikhon dzyadko to speak,0
1885,football narrowly defeats bates,0
1886,in game time decision college ski areas close early to maintain social distancing,0
1887,goblin market shares stories of female sexuality in the victorian era,0
1888,njf to host 8th annual showcase,0
1889,the librarian is in 3,0
1890,middlebury where white supremacists but not survivors are worthy of free speech,0
1891,public execution of ross rhino delayed until fall 2020 due to covid 19,1
1892,womens tennis adds fresh faces to experienced lineup,0
1893,this year voting isnt enough,0
1894,practicing hospitality,0
1895,1918 spanish flu,0
1896,middlebury voting guide 2020 if you can vote you can vote in vermont,0
1897,nia robinson elected sga president,0
1898,bringing korean music to midd,0
1899,major study of inclusion on campus drops tomorrow,0
1900,vermonters green up their communities,0
1901,zainab pakistans aam,0
1902,swimming and diving gets hot this winter,0
1903,mens golf hosts 36th duke nelson invitational,0
1904,reel critic losing ground,0
1905,start of 2017 means condoms on ras door officially 3 years expired,1
1906,news in brief 8,0
1907,swim dive reach halfway mark,0
1908,46238,0
1909,this is the time to stand together with our miis colleagues,0
1910,the librarian is in 42,0
1911,student campaign assesses food waste,0
1912,vermont house bill tackles issues of racial bias,0
1913,environmental affairs committee ramps up meat reduction efforts,0
1914,thirteen proposals for community healing,0
1915,reel critic children of men,0
1916,sga calls for changes to open disciplinary hearings,0
1917,mobilizing money,0
1918,the librarian is in meaty by samantha irby,0
1919,in support of passionate progressive politics,0
1920,track field squad sprints to second place,0
1921,community gathers for vigil for george floyds death,0
1922,faculty at home series redefines the classroom,0
1923,what is envisioning middlebury,0
1924,news in brief 6,0
1925,the librarian is in 8,0
1926,protestant student excited to prove work ethic this finals week,1
1927,inclement weather limits mens and womens golf,0
1928,cross country crosses the line,0
1929,demonstrations continue as kavanaugh takes seat as nations 114th supreme court justice,0
1930,the librarian is in 22,0
1931,snowden talks surveillance and security in u s,0
1932,i cover the waterfront on the alt weekly,0
1933,republican tax bills may threaten college and state,0
1934,the essential workers among us middkids on the frontlines,0
1935,racism in the time of coronavirus,0
1936,climate activists flood college park joining worldwide movement,0
1937,mens lacrosse pounced by bates,0
1938,re visioning our education a call to support sgas proposals,0
1939,rice paddies in vermont vergennes farm boasts largest rice operation in northeast,0
1940,an apology from polisci chair to the community,0
1941,foreign correspondents sabine poux 20 in buenos aires,0
1942,ptsd play finds laughter in healing,0
1943,womens soccer gets much needed nescac victory,0
1944,over 120 students remain in near empty dorms dining halls,0
1945,never forget college democrats republicans and young americans plant flags to remember 9 11,0
1946,bernie sanders holds labor day rally in middlebury,0
1947,civil rights activist angela davis to speak at middlebury 2,0
1948,abridged transcript interview with president laurie patton,0
1949,what is overdrive,0
1950,notes from the sga pres on student spaces,0
1951,community council recommendation,0
1952,ski teams pick up third at sunday river,0
1953,parton looks to upgrade mental health services this fall,0
1954,alpine nordic ski teams go big at bates,0
1955,womens basketball returns every player,0
1956,the j term workshop of your dreams,0
1957,songs and arias enchants,0
1958,panel reopens murray debate with legal perspective,0
1959,turner house homer harris revoked from rising juniors,0
1960,womens tennis loses to williams again but will host ncaa regional,0
1961,the librarian is in 5,0
1962,track and field prepares for ncaa championships,0
1963,j term musical explores the ordinary in an extraordinary way,0
1964,approaching difference in toni morrisons recitatif,0
1965,incoming feb deferred due to china travel ban,0
1966,addison county planning commission receives feedback on triangle bike loop,0
1967,cryptic email invites community to off campus speech,0
1968,evolution excites in halloween showcase,0
1969,the librarian is in their eyes were watching god,0
1970,a signature away from permanent change to indigenous peoples day,0
1971,porter medical center begins a five year plan,0
1972,mail center relocates to the warehouse to ensure social distancing,0
1973,administration opens conversation on new student center battell renovations,0
1974,staying in print in the digital age the role of an independent newspaper from vt to alaska,0
1975,volleying hope against setbacks meet catherine blayze 20,0
1976,the campus guide to upcoming fall activities,0
1977,middfiles back online after five day malfunction,0
1978,reel critic eighth grade,0
1979,cross country teams finish strong,0
1980,notes from the desk in favor of a less outrageous more authentic online presence,0
1981,town rallies for a bowling alley a communitys cry for fun and one mans plan to revitalize downtown middlebury,0
1982,senior cadet honored,0
1983,women at the helm in men on boats,0
1984,violent imagery drawn on classroom chalkboard,0
1985,music majors reject the mac,0
1986,history department changes requirements makes thesis optional,0
1987,reel critic it terrifies,0
1988,womens squash heads to nationals,0
1989,clifford symposium examines future of the global ocean,0
1990,tennis has tough weekend looks forward to competing at ncaas,0
1991,i cover the waterfront on this column,0
1992,sex panther give lube some love,0
1993,students need grades and we can have grades without sacrificing equitability,0
1994,wgmfu all about the benjamins,0
1995,notes from the desk racism journalism and our role,0
1996,the charlotte letters a chance encounter no thank you,0
1997,middlebury magnified reframing j term play term,0
1998,capitol riots leave d c based students reeling,0
1999,economic downturn and covid 19 precautions bring tuition and endowment draw increases,0
2000,tenure bound faculty may defer review process to fall,0
2001,sharp left when the common ground is a swamp,0
2002,reid scores first career goal to push mens soccer past wesleyan,0
2003,for brand promotion look elsewhere,0
2004,thousand oaks reflection from abroad,0
2005,for the third straight season womens hockey wins nescac playoff and regular season titles,0
2006,sga admin collaborate on new dining options,0
2007,an invitation from the scott center,0
2008,sga finance committee allots student activities funding even as activities takes on new meanings,0
2009,quarantine streaming recommendations,0
2010,students charged for damages incurred during the fall semester,0
2011,moving beyond rhetorical resilience,0
2012,womens swimming diving competes at nescacs,0
2013,mens swimming and diving finishes 8th at nescacs,0
2014,cupcakke comes to midd,0
2015,run dont walk two midd grads cross the vcm finish line,0
2016,mail center on track to beat package record,0
2017,middlebury volunteer tutors come together to tutor children of staff,0
2018,cartographers note,0
2019,why eat real is right for all the wrong reasons,0
2020,this is not my protest navigating uncertainty in the wake of the murray talk,0
2021,mens swimming takes seventh at nescacs,0
2022,reel critic rbg,0
2023,nordic ski pulls themselves to victory,0
2024,students professors wait in anticipation as inauguration day inches closer,0
2025,russian house found to have meddled in sga elections,1
2026,should i stay or should i go international students deliberate the fall,0
2027,ruminations of a human being systemic racism police brutality and americas failure to teach empathy,0
2028,applications up 30 to nearly 12000 in historic surge,0
2029,mcma celebrates 50 years,0
2030,becca berlind in barcelona,0
2031,reflection friday series asks what matters to you and why,0
2032,letter to the editor 33,0
2033,school in china suspended amidst coronavirus outbreak,0
2034,opioid epidemic sees signs of hope,0
2035,charles murray round two a chance to get it right,0
2036,study abroad the hardest four months of my life,0
2037,students petition for a sanctuary campus,0
2038,womens lacrosse clinches seventh national championship title,0
2039,before leaving administration katy smith abbott looks back,0
2040,news in brief makeup of class of 2025 is both similar and distinct from previous classes,0
2041,hundreds strike for national climate action at town park,0
2042,administrators discuss commitments to anti racism and equity during open meeting,0
2043,photos of the week,0
2044,notes from the desk flags in the wind,0
2045,community council review comittee,0
2046,antigone project brings myth to present,0
2047,panther volleyball nets pair of wins,0
2048,middlebury new filmmakers festival lineup announced for 2019,0
2049,white normativity is classed,0
